firstpost_date	url	url_expansion_data_url	url_expansion_data_topsy_expanded_url	content	trackback_author_nick	trackback_author_name
1310965681	http://twitter.com/dj_fatale/status/92822911274057730	Not Available	Not Available	u"I hate those sad animal cruelty commercials. I don't wanna see that shit. #Sad #Disgusted"	dj_fatale	DJ
1334617261	http://twitter.com/mzhandpicked/status/192024828008595456	Not Available	Not Available	u"I'm SOOOOOOOO hungry and all I wanted was a turkey burger....brought my food out and there was a gnat in it #disgusted #sad #hungry"	soleilmeade	MzHandpicked
1310011348	http://twitter.com/bealeighlee/status/88820147984404480	Not Available	Not Available	u'and this is why lil kids kill themselves over social media smh #sad #disgusted'	bealeighlee	Bea :)
1388582732	http://twitter.com/angelica0703/status/418372418277605376	Not Available	Not Available	u'Family means NOTHING to some people #Disappointed #Sad #Disgusted #Angry'	angelica0703	Angelica
1342303296	http://twitter.com/m_rammsey/status/224262395495841792	Not Available	Not Available	u"My mom just put the shock collar on my dog and now I'm crying..... She is making the most horrendous skin curling sound... #disgusted #sad \ue411"	m_rammsey	Marquis Ramsey
1355522204	http://twitter.com/jpmtz126/status/279706516733435904	Not Available	Not Available	u"I don't ******* get it!! Who destroys lives that haven't even seen the world. #senselesspeople \U0001f44e\U0001f44e\U0001f44e\U0001f44e\U0001f44e\n#PrayersForNewtown \U0001f64f\n#sad\U0001f630 #disgusted\U0001f616"	jpmtz126	JP Martinez
1356064113	http://twitter.com/anya_mcd/status/281979447157067776	Not Available	Not Available	u'My emotions are going crazy right now. #Fedup #Sad #Disgusted #Angry #Confused'	anya_mcd	Nika
1355708704	http://twitter.com/myphan7/status/280488753993244673	Not Available	Not Available	u"Watching Obama's speech about the tragedy at Newtown #sad #disgusted"	myphan7	My Phan
1355752450	http://twitter.com/austin_nixon93/status/280672235914661889	Not Available	Not Available	u'turning on the news and seeing 20 pictures of beautiful young kids.. and knowing they were killed for no reason.. #mad #sad #disgusted'	austin_nixon93	austin nixon
1355513596	http://twitter.com/cdkelly92/status/279670411447386113	Not Available	Not Available	u'Disgusting to think how someone can shoot little kids, my prayers go out to all who are grieving at this sad time #annoyed #sad #disgusted'	cdkelly92	Cutie Pie
1337366569	http://twitter.com/licia_latinaa/status/203556261009166337	Not Available	Not Available	u'i cant even trust my own friends with simple shit! #Sad #Disgusted'	licia_latinaa	Licia ♡
1351023492	http://twitter.com/emilylovesyou26/status/260837550980206592	Not Available	Not Available	u"I can't believe what I'm hearing. Those kids are assholes. #disgusted #angry #sad #RIPAutumn you didn't deserve it, not one bit."	emilyyfagan	demily
1373771524	http://twitter.com/helenageebaby/status/356249709389676544	Not Available	Not Available	u'RT @HelenaGeeBaby: Where is the justice...? #Sad #Disgusted'	musicrocks33	Daniel Lopez
1393740170	http://twitter.com/galiyondapitara/status/440004283014971392	Not Available	Not Available	u'#SatyamevJayate #Fact #Indian #Shame #JokesOnSMJ #Sad #Disgusted'	galiyondapitara	Grace Galsurkar
1288592169	http://twitter.com/aeropostale_grl/status/29348077876	Not Available	Not Available	u'#Disgusted & #Sad'	_lovekillsslow_	ale-shia haynie
1392966317	http://twitter.com/katybug8120/status/436758508617601024	Not Available	Not Available	u'Now I know who my true family is #disgusted #upset #sad'	katybug8120	Kate Irene 
1323113182	http://twitter.com/gabbyreyn_4/status/143773226080813056	Not Available	Not Available	u'Last time I will cry over I guy! Mark my words!!! \n#disgusted #disappointed #sad'	gabbyreyn_4	Gabby Reynolds
1377110848	http://twitter.com/leeannlovee/status/370255851719647232	Not Available	Not Available	u'Girls so ratchet being in pornos, what makes a girl want to exploit herself like that. #disgusted #ratchet #sad'	leeannlovee	Leeann Lagman
1355515605	http://twitter.com/soyjoy_cheri/status/279678837783142400	Not Available	Not Available	u"I don't wanna live on this earth anymore. #sad #disgusted #wow"	soyjoy_cheri	Joy Cheri.
1377158077	http://twitter.com/doll_dynasty/status/370453941915758592	Not Available	Not Available	u'#hurt #sad #disgusted http://t.co/BFAJEJFz0Q'	doll_dynasty	i_Throws_it_Bak
1323200706	http://twitter.com/danniegirl06/status/144140327039676417	Not Available	Not Available	u'3yr old with a std SMFH #sad n #disgusted'	danniegirl06	Dannie Akins
1357827285	http://twitter.com/paigepaulsen/status/289374726256738304	Not Available	Not Available	u'Where do you draw the line and say enoughs enough? #upset #liesafterlies #sad #disgusted'	paigepaulsen	Paige Paulsen
